2015	12	-2.17	-2.82	-2.61	0.01
2016	1	-5.77	-3.43	2.09	0.01
2016	2	-0.07	0.71	-0.57	0.02
2016	3	6.96	0.82	1.19	0.02
2016	4	0.91	0.74	3.28	0.01
2016	5	1.78	-0.18	-1.66	0.01
2016	6	-0.05	0.60	-1.48	0.02
2016	7	3.95	2.51	-1.27	0.02
2016	8	0.49	1.18	3.13	0.02
2016	9	0.25	2.13	-1.23	0.02
2016	10	-2.02	-4.42	4.12	0.02
2016	11	4.86	5.67	8.19	0.01
2016	12	1.81	0.08	3.56	0.03
2017	1	1.94	-1.14	-2.76	0.04
2017	2	3.57	-2.02	-1.68	0.04
2017	3	0.17	1.14	-3.32	0.03
2017	4	1.09	0.72	-2.10	0.05
2017	5	1.06	-2.52	-3.78	0.06
2017	6	0.78	2.23	1.48	0.06
2017	7	1.87	-1.46	-0.24	0.07
2017	8	0.16	-1.67	-2.09	0.09
2017	9	2.51	4.46	3.12	0.09
2017	10	2.25	-1.93	0.21	0.09
2017	11	3.12	-0.58	-0.08	0.08
2017	12	1.06	-1.32	0.05	0.09
2018	1	5.57	-3.15	-1.33	0.12
2018	2	-3.65	0.23	-1.07	0.11
2018	3	-2.35	4.05	-0.23	0.11
2018	4	0.28	1.14	0.54	0.14
2018	5	2.65	5.26	-3.18	0.14
2018	6	0.48	1.15	-2.33	0.14
2018	7	3.19	-2.22	0.47	0.16
2018	8	3.44	1.12	-3.99	0.16
2018	9	0.06	-2.28	-1.69	0.15
2018	10	-7.68	-4.77	3.44	0.19
2018	11	1.69	-0.68	0.27	0.18
2018	12	-9.57	-2.38	-1.86	0.20
2019	1	8.40	2.90	-0.45	0.21
2019	2	3.40	2.05	-2.68	0.18
2019	3	1.10	-3.03	-4.10	0.19
2019	4	3.97	-1.74	2.14	0.21
2019	5	-6.94	-1.31	-2.34	0.21
2019	6	6.93	0.28	-0.72	0.18
2019	7	1.19	-1.93	0.47	0.19
2019	8	-2.58	-2.36	-4.76	0.16
2019	9	1.43	-0.97	6.74	0.18
2019	10	2.06	0.29	-1.92	0.16
2019	11	3.87	0.78	-2.01	0.12
2019	12	2.77	0.73	1.76	0.14
2020	1	-0.11	-3.10	-6.22	0.13
2020	2	-8.13	1.07	-3.79	0.12
2020	3	-13.39	-4.88	-13.97	0.13
2020	4	13.65	2.49	-1.23	0.00
2020	5	5.58	2.48	-4.89	0.01
2020	6	2.46	2.70	-2.17	0.01
2020	7	5.77	-2.32	-1.38	0.01
2020	8	7.63	-0.22	-2.95	0.01
2020	9	-3.63	0.04	-2.68	0.01
2020	10	-2.10	4.36	4.21	0.01
2020	11	12.47	5.82	2.14	0.01
2020	12	4.63	4.89	-1.51	0.01
2021	1	-0.03	7.34	2.96	0.01
2021	2	2.78	2.06	7.18	0.00
2021	3	3.08	-2.37	7.40	0.00
2021	4	4.93	-3.19	-0.94	0.00
2021	5	0.29	-0.25	7.08	0.00
2021	6	2.75	1.70	-7.82	0.00
2021	7	1.27	-3.99	-1.76	0.00
2021	8	2.91	-0.43	-0.16	0.00
2021	9	-4.37	0.72	5.08	0.00
2021	10	6.65	-2.35	-0.48	0.00
2021	11	-1.55	-1.32	-0.44	0.00
2021	12	3.10	-1.66	3.28	0.01
2022	1	-6.25	-5.94	12.75	0.00
2022	2	-2.29	2.23	3.04	0.00
2022	3	3.05	-1.60	-1.80	0.01
2022	4	-9.46	-1.41	6.19	0.01
2022	5	-0.34	-1.85	8.41	0.03
2022	6	-8.43	2.09	-5.97	0.06
2022	7	9.57	2.81	-4.10	0.08
2022	8	-3.78	1.39	0.31	0.19
